,W
480,0.0224472
481,0.022447799999999997
482,0.022447099999999998
483,0.0224461
484,0.022443400000000002
485,0.0224418
486,0.0224422
487,0.0224422
488,0.022444400000000003
489,0.0224457
490,0.0224463
491,0.022446
492,0.0224454
493,0.0224447
494,0.0224451
495,0.0224456
496,0.022446400000000002
497,0.0224454
498,0.0224445
499,0.022443099999999997
500,0.022443
501,0.0224438
502,0.0224451
503,0.022444099999999998
504,0.022443599999999998
505,0.022444299999999997
506,0.0224438
507,0.0224445
508,0.022445
509,0.0224452
510,0.0224449
511,0.0224446
512,0.0224426
513,0.0224405
514,0.0224408
515,0.022441299999999997
516,0.0224424
517,0.0224424
518,0.022443400000000002
519,0.0224435
520,0.022445
521,0.0224453
522,0.0224468
523,0.022449
524,0.0224503
525,0.0224503
526,0.0224494
527,0.0224473
528,0.0224454
529,0.022444299999999997
530,0.022443900000000003
531,0.0224451
532,0.022446
533,0.022446200000000003
534,0.0224467
535,0.022446900000000002
536,0.0224489
537,0.022450099999999997
538,0.022451699999999998
539,0.0224514
540,0.0224495
541,0.0224472
542,0.022445
543,0.0224455
544,0.022445
545,0.0224467
546,0.0224488
547,0.0224489
548,0.0224493
549,0.022449200000000002
550,0.0224491
551,0.0224502
552,0.022450599999999998
553,0.022449900000000002
554,0.0224493
555,0.0224475
556,0.0224459
557,0.022446599999999997
558,0.0224467
559,0.0224468
560,0.022447400000000003
561,0.0224484
562,0.0224486
563,0.0224481
564,0.022447099999999998
565,0.0224482
566,0.0224479
567,0.022446999999999998
568,0.022446200000000003
569,0.0224447
570,0.022443099999999997
571,0.0224432
572,0.0224457
573,0.022446200000000003
574,0.0224477
575,0.0224476
576,0.022447099999999998
577,0.022446599999999997
578,0.0224468
579,0.022446999999999998
580,0.0224488
581,0.0224491
582,0.0224476
583,0.022446
584,0.022444099999999998
585,0.0224426
586,0.022443400000000002
587,0.022443900000000003
588,0.0224447
589,0.022446599999999997
590,0.0224476
591,0.0224467
592,0.0224459
593,0.0224458
594,0.022446200000000003
595,0.022446400000000002
596,0.0224458
597,0.022445
598,0.022443
599,0.022442
600,0.0224422
601,0.022443599999999998
602,0.022446400000000002
603,0.022446200000000003
604,0.022446200000000003
605,0.0224457
606,0.022444799999999997
607,0.022446
608,0.0224476
609,0.022447799999999997
610,0.0224477
611,0.0224452
612,0.022443599999999998
613,0.0224421
614,0.0224425
615,0.022443900000000003
616,0.0224438
617,0.0224447
618,0.0224453
619,0.022444799999999997
620,0.0224447
621,0.022446400000000002
622,0.0224477
623,0.0224491
624,0.0224477
625,0.0224463
626,0.0224456
627,0.022445
628,0.0224449
629,0.0224451
630,0.022445
631,0.022446
632,0.0224477
633,0.0224477
634,0.0224482
635,0.0224479
636,0.0224494
637,0.0224512
638,0.0224513
639,0.0224502
640,0.0224486
641,0.0224459
642,0.0224445
643,0.0224457
644,0.022446999999999998
645,0.0224476
646,0.022449900000000002
647,0.0224494
648,0.022449700000000003
649,0.0224503
650,0.022451099999999998
651,0.022450900000000003
652,0.0224521
653,0.022450099999999997
654,0.0224482
655,0.0224463
656,0.0224455
657,0.022446
658,0.022446999999999998
659,0.0224491
660,0.0224494
661,0.022449
662,0.0224495
663,0.0224488
664,0.0224494
665,0.0224494
666,0.0224498
667,0.022447400000000003
668,0.0224456
669,0.0224452
670,0.0224457
671,0.0224473
672,0.0224486
673,0.022448
674,0.0224487
675,0.0224487
676,0.022449
677,0.0224485
678,0.022448
679,0.0224482
680,0.0224488
681,0.0224481
682,0.022446400000000002
683,0.022444299999999997
684,0.022443400000000002
685,0.0224433
686,0.022443900000000003
687,0.0224458
688,0.0224475
689,0.0224482
690,0.022447799999999997
691,0.022446900000000002
692,0.022446999999999998
693,0.022446900000000002
694,0.022447799999999997
695,0.0224479
696,0.0224475
697,0.0224452
698,0.0224433
699,0.0224421
700,0.022443099999999997
701,0.0224446
702,0.0224457
703,0.0224468
704,0.0224472
705,0.0224452
706,0.0224453
707,0.022447799999999997
708,0.0224502
709,0.0224514
710,0.022449599999999997
711,0.022446900000000002
712,0.0224442
713,0.022442300000000002
714,0.0224419
715,0.0224428
716,0.022444799999999997
717,0.0224457
718,0.0224472
719,0.0224463
720,0.0224473
721,0.0224485
722,0.0224507
723,0.022451699999999998
724,0.0224519
725,0.0224495
726,0.0224472
727,0.0224458
728,0.022444799999999997
729,0.0224459
730,0.022446999999999998
731,0.0224479
732,0.022448
733,0.0224476
734,0.022447799999999997
735,0.0224488
736,0.022449900000000002
737,0.022450499999999998
738,0.022450799999999996
739,0.0224487
740,0.022446900000000002
741,0.0224465
742,0.0224459
743,0.022446999999999998
744,0.0224484
745,0.0224491
746,0.0224503
747,0.022450900000000003
748,0.022451
749,0.022451
750,0.0224521
751,0.022450799999999996
752,0.0224521
753,0.0224514
754,0.022449200000000002
755,0.0224473
756,0.022447099999999998
757,0.0224473
758,0.0224476
759,0.0224485
760,0.022449700000000003
761,0.022450599999999998
762,0.0224502
763,0.022449599999999997
764,0.0224503
765,0.0224502
766,0.022449599999999997
767,0.022449
768,0.022446999999999998
769,0.0224458
770,0.022446
771,0.0224467
772,0.0224482
773,0.0224488
774,0.022449599999999997
775,0.022450400000000002
776,0.022449900000000002
777,0.0224484
778,0.0224488
779,0.0224493
780,0.022449200000000002
781,0.0224482
782,0.022446599999999997
783,0.022444299999999997
784,0.022443400000000002
785,0.0224433
786,0.022444799999999997
787,0.0224465
788,0.0224475
789,0.022448
790,0.022446400000000002
791,0.0224467
792,0.0224461
793,0.0224458
794,0.0224465
795,0.0224461
796,0.022446
797,0.0224437
798,0.022443099999999997
799,0.022443900000000003
800,0.022445
801,0.022446200000000003
802,0.0224477
803,0.022447799999999997
804,0.022447799999999997
805,0.022446599999999997
806,0.0224481
807,0.022450499999999998
808,0.0224521
809,0.0224524
810,0.02245
811,0.022447099999999998
812,0.0224447
813,0.0224422
814,0.0224432
815,0.022444799999999997
816,0.0224454
817,0.0224455
818,0.022446400000000002
819,0.0224467
820,0.0224475
821,0.0224486
822,0.0224512
823,0.0224526
824,0.022450799999999996
825,0.022449200000000002
826,0.022446900000000002
827,0.022444799999999997
828,0.0224445
829,0.022446
830,0.0224479
831,0.0224491
832,0.0224493
833,0.0224487
834,0.022449200000000002
835,0.022450900000000003
836,0.022453
837,0.0224535
838,0.022453
839,0.022450499999999998
840,0.022447400000000003
841,0.0224453
842,0.0224456
843,0.0224461
844,0.022447799999999997
845,0.0224493
846,0.0224495
847,0.0224503
848,0.0224502
849,0.022451099999999998
850,0.022453
851,0.0224528
852,0.0224525
853,0.022451
854,0.02245
855,0.0224479
856,0.0224472
857,0.0224485
858,0.0224494
859,0.0224498
860,0.0224507
861,0.0224507
862,0.022450599999999998
863,0.02245
864,0.022449200000000002
865,0.02245
866,0.022449900000000002
867,0.0224495
868,0.022447799999999997
869,0.0224458
870,0.0224451
871,0.0224458
872,0.022446599999999997
873,0.0224484
874,0.0224487
875,0.022449
876,0.0224498
877,0.022449
878,0.022449
879,0.0224481
880,0.0224482
881,0.0224484
882,0.0224465
883,0.0224452
884,0.0224442
885,0.022443400000000002
886,0.0224446
887,0.022446200000000003
888,0.0224477
889,0.022449599999999997
890,0.0224488
891,0.0224472
892,0.0224472
893,0.0224476
894,0.022451099999999998
895,0.022449700000000003
896,0.0224484
897,0.0224455
898,0.022444
899,0.0224433
900,0.0224447
901,0.0224463
902,0.022446900000000002
903,0.0224477
904,0.022447400000000003
905,0.0224467
906,0.0224483
907,0.0224493
908,0.022450799999999996
909,0.022450799999999996
910,0.0224475
911,0.0224446
912,0.0224426
913,0.022443
914,0.0224437
915,0.0224456
916,0.0224467
917,0.0224479
918,0.022447400000000003
919,0.022446200000000003
920,0.0224484
921,0.0224507
922,0.0224533
923,0.0224535
924,0.022452299999999998
925,0.0224486
926,0.0224446
927,0.0224435
928,0.0224458
929,0.0224476
930,0.0224489
931,0.0224494
932,0.022449599999999997
933,0.0224488
934,0.0224493
935,0.0224518
936,0.022453
937,0.0224533
938,0.022451099999999998
939,0.0224489
940,0.0224455
941,0.0224459
942,0.022446
943,0.0224477
944,0.0224487
945,0.022449599999999997
946,0.0224498
947,0.0224495
948,0.02245
949,0.022451699999999998
950,0.0224538
951,0.022453900000000002
952,0.0224525
953,0.022450599999999998
954,0.0224483
955,0.0224473
956,0.022447099999999998
957,0.0224489
958,0.02245
959,0.0224507
960,0.02245
961,0.02245
962,0.0224493
963,0.022450400000000002
964,0.022449599999999997
965,0.0224498
966,0.022449200000000002
967,0.022447799999999997
968,0.0224461
969,0.0224458
970,0.0224465
971,0.022447400000000003
972,0.0224494
973,0.022449599999999997
974,0.0224491
975,0.022449599999999997
976,0.0224486
977,0.0224486
978,0.0224482
979,0.0224489
980,0.022449200000000002
981,0.0224473
982,0.022444
983,0.022443900000000003
984,0.022443599999999998
985,0.0224456
986,0.022446
987,0.0224472
988,0.022446999999999998
989,0.0224491
990,0.02245
991,0.0224481
992,0.0224472
993,0.0224484
994,0.0224484
995,0.0224484
996,0.0224463
997,0.022444
998,0.022443099999999997
999,0.022445
1000,0.0224454
1001,0.0224465
1002,0.0224476
1003,0.022446999999999998
1004,0.022446
1005,0.022446400000000002
1006,0.022446900000000002
1007,0.0224479
1008,0.0224484
1009,0.022446200000000003
1010,0.0224451
1011,0.0224426
1012,0.022442700000000003
1013,0.0224435
1014,0.0224447
1015,0.0224465
1016,0.0224484
1017,0.0224487
1018,0.0224484
1019,0.0224486
1020,0.022450400000000002
1021,0.0224518
1022,0.022453099999999997
1023,0.0224532
1024,0.022452200000000002
1025,0.0224502
1026,0.0224485
1027,0.0224467
1028,0.022447400000000003
1029,0.0224479
1030,0.0224493
1031,0.0224495
1032,0.022449599999999997
1033,0.022450499999999998
1034,0.0224513
1035,0.0224519
1036,0.0224541
1037,0.022453400000000002
1038,0.0224533
1039,0.02245
1040,0.0224482
1041,0.0224465
1042,0.022447099999999998
1043,0.0224482
1044,0.022449700000000003
1045,0.022450799999999996
1046,0.022451699999999998
1047,0.0224513
1048,0.0224513
1049,0.022450599999999998
1050,0.0224515
1051,0.022452299999999998
1052,0.0224518
1053,0.022449599999999997
1054,0.0224486
1055,0.022447400000000003
1056,0.022447099999999998
1057,0.0224482
1058,0.0224495
1059,0.022449700000000003
1060,0.022449700000000003
1061,0.02245
1062,0.02245
1063,0.022449900000000002
1064,0.0224507
1065,0.022450599999999998
1066,0.022449
1067,0.0224458
1068,0.022444299999999997
1069,0.0224449
1070,0.0224456
1071,0.0224475
1072,0.0224481
1073,0.022449599999999997
1074,0.0224494
1075,0.0224489
1076,0.0224488
1077,0.0224498
1078,0.022450400000000002
1079,0.0224507
1080,0.0224495
1081,0.022447799999999997
1082,0.0224454
1083,0.0224437
1084,0.0224455
1085,0.0224456
1086,0.0224456
1087,0.0224461
1088,0.022447099999999998
1089,0.022446900000000002
1090,0.0224465
1091,0.022446200000000003
1092,0.022446599999999997
1093,0.0224483
1094,0.0224491
1095,0.0224473
1096,0.0224458
1097,0.022443900000000003
1098,0.0224438
1099,0.0224435
1100,0.0224442
1101,0.0224461
1102,0.022447099999999998
1103,0.0224485
1104,0.0224479
1105,0.022446999999999998
1106,0.0224486
1107,0.0224502
1108,0.022452299999999998
1109,0.022451
1110,0.0224489
1111,0.0224454
1112,0.0224433
1113,0.022444299999999997
1114,0.0224455
1115,0.0224468
1116,0.0224476
1117,0.0224472
1118,0.022447099999999998
1119,0.022448
1120,0.0224502
1121,0.0224519
1122,0.022453400000000002
1123,0.0224524
1124,0.0224502
1125,0.0224473
1126,0.022446
1127,0.0224453
1128,0.0224463
1129,0.0224487
1130,0.0224503
1131,0.022449700000000003
1132,0.0224489
1133,0.022449200000000002
1134,0.022450400000000002
1135,0.022450599999999998
1136,0.022452
1137,0.0224514
1138,0.022449200000000002
1139,0.0224475
1140,0.022446900000000002
1141,0.0224465
1142,0.0224476
1143,0.022448
1144,0.022450599999999998
1145,0.022450900000000003
1146,0.0224513
1147,0.022451099999999998
1148,0.022450799999999996
1149,0.0224513
1150,0.022453599999999997
1151,0.0224537
1152,0.0224515
1153,0.022449900000000002
1154,0.0224482
1155,0.0224475
1156,0.0224477
1157,0.022449200000000002
1158,0.022451
1159,0.0224507
1160,0.0224513
1161,0.022450799999999996
1162,0.0224513
1163,0.0224515
1164,0.0224512
1165,0.022452700000000003
1166,0.0224519
1167,0.0224495
1168,0.0224472
1169,0.022446200000000003
1170,0.0224463
1171,0.0224484
1172,0.022450900000000003
1173,0.0224515
1174,0.022452
1175,0.0224525
1176,0.022450499999999998
1177,0.0224507
1178,0.022451699999999998
1179,0.0224518
1180,0.0224495
1181,0.022447400000000003
1182,0.022445
1183,0.022443900000000003
1184,0.022444099999999998
1185,0.022447099999999998
1186,0.022448
1187,0.0224481
1188,0.022447400000000003
1189,0.022447099999999998
1190,0.022446
1191,0.022447400000000003
1192,0.0224491
1193,0.022450099999999997
1194,0.0224481
1195,0.0224468
1196,0.022443900000000003
1197,0.022442700000000003
1198,0.0224428
1199,0.022443900000000003
1200,0.0224461
1201,0.0224473
1202,0.022446999999999998
1203,0.0224467
1204,0.0224465
1205,0.0224484
1206,0.022449700000000003
1207,0.0224512
1208,0.022450900000000003
1209,0.0224502
1210,0.0224475
1211,0.0224447
1212,0.022443599999999998
1213,0.022443400000000002
1214,0.0224457
1215,0.0224477
1216,0.0224482
1217,0.0224483
1218,0.0224485
1219,0.0224493
1220,0.0224513
1221,0.022452700000000003
1222,0.022452299999999998
1223,0.0224502
1224,0.0224485
1225,0.022447799999999997
1226,0.0224465
1227,0.0224468
1228,0.0224467
1229,0.0224488
1230,0.022449200000000002
1231,0.0224491
1232,0.0224484
1233,0.0224487
1234,0.0224507
1235,0.022450900000000003
1236,0.022450900000000003
1237,0.0224512
1238,0.022449599999999997
1239,0.0224477
1240,0.0224473
1241,0.022446999999999998
1242,0.0224476
1243,0.0224491
1244,0.0224503
1245,0.022450499999999998
1246,0.022450099999999997
1247,0.0224502
1248,0.0224513
1249,0.0224537
1250,0.0224543
1251,0.022454400000000003
1252,0.0224525
1253,0.022449200000000002
1254,0.0224472
1255,0.022446599999999997
1256,0.022446900000000002
1257,0.0224484
1258,0.022449599999999997
1259,0.0224494
1260,0.0224495
1261,0.0224481
1262,0.0224476
1263,0.022449599999999997
1264,0.022449599999999997
1265,0.0224484
1266,0.022446599999999997
1267,0.0224463
1268,0.022446900000000002
1269,0.0224475
1270,0.0224483
1271,0.022449
1272,0.022449200000000002
1273,0.022450499999999998
1274,0.022449700000000003
1275,0.0224493
1276,0.0224493
1277,0.0224494
1278,0.0224503
1279,0.022449700000000003
1280,0.0224487
1281,0.022447799999999997
1282,0.0224467
1283,0.022445
1284,0.0224452
1285,0.022446900000000002
1286,0.022447799999999997
1287,0.0224488
1288,0.0224483
1289,0.022447799999999997
1290,0.0224488
1291,0.022449200000000002
1292,0.022450599999999998
1293,0.0224498
1294,0.0224495
1295,0.022446400000000002
1296,0.022443599999999998
1297,0.0224435
1298,0.022444400000000003
1299,0.0224457
1300,0.022446900000000002
1301,0.0224479
1302,0.0224483
1303,0.0224484
1304,0.0224477
1305,0.0224507
1306,0.0224516
1307,0.0224524
1308,0.022450499999999998
1309,0.0224476
1310,0.0224456
1311,0.022444299999999997
1312,0.022443599999999998
1313,0.0224446
1314,0.0224451
1315,0.0224468
1316,0.0224477
1317,0.0224482
1318,0.0224487
1319,0.0224503
1320,0.0224516
1321,0.0224521
1322,0.022452700000000003
1323,0.0224514
1324,0.022449599999999997
1325,0.0224476
1326,0.022446900000000002
1327,0.0224468
1328,0.0224481
1329,0.022449200000000002
1330,0.0224498
1331,0.022450099999999997
1332,0.0224498
1333,0.022450099999999997
1334,0.022452299999999998
1335,0.0224524
1336,0.0224525
1337,0.022450499999999998
1338,0.0224486
1339,0.0224472
1340,0.0224472
1341,0.022447799999999997
1342,0.0224486
1343,0.022450099999999997
1344,0.022450900000000003
1345,0.0224512
1346,0.0224512
1347,0.0224512
1348,0.0224521
1349,0.0224521
1350,0.0224513
1351,0.0224498
1352,0.0224493
1353,0.0224495
1354,0.022449700000000003
1355,0.022449900000000002
1356,0.022450499999999998
1357,0.0224498
1358,0.0224503
1359,0.0224507
1360,0.022450099999999997
1361,0.0224494
1362,0.0224502
1363,0.0224498
1364,0.0224491
1365,0.0224481
1366,0.022446400000000002
1367,0.0224468
1368,0.0224467
1369,0.0224476
1370,0.0224483
1371,0.022449200000000002
1372,0.022450099999999997
1373,0.022450400000000002
1374,0.0224512
1375,0.0224514
1376,0.0224503
1377,0.0224502
1378,0.0224507
1379,0.0224512
1380,0.0224503
1381,0.022449
1382,0.022446999999999998
1383,0.0224455
1384,0.022446999999999998
1385,0.0224477
1386,0.0224479
1387,0.0224486
1388,0.0224488
1389,0.0224488
1390,0.022448
1391,0.0224475
1392,0.0224477
1393,0.0224467
1394,0.0224472
1395,0.0224458
1396,0.022444799999999997
1397,0.022443900000000003
1398,0.0224445
1399,0.022446
1400,0.0224467
1401,0.022449
1402,0.022449
1403,0.0224477
1404,0.022447099999999998
1405,0.0224479
1406,0.0224495
1407,0.0224507
1408,0.022449900000000002
1409,0.022446599999999997
1410,0.022443900000000003
1411,0.0224432
1412,0.0224428
1413,0.0224451
1414,0.022446599999999997
1415,0.0224483
1416,0.0224493
1417,0.022449200000000002
1418,0.0224491
1419,0.0224495
1420,0.0224515
1421,0.022452
1422,0.022451
1423,0.0224487
1424,0.022446400000000002
1425,0.0224477
1426,0.0224482
1427,0.0224491
1428,0.02245
1429,0.0224507
1430,0.022450400000000002
1431,0.0224513
1432,0.022452700000000003
1433,0.0224545
1434,0.0224555
1435,0.022456
1436,0.022453900000000002
1437,0.0224524
1438,0.0224495
1439,0.0224485
1440,0.0224494
1441,0.022450099999999997
1442,0.0224507
1443,0.022453
1444,0.022452200000000002
1445,0.0224518
1446,0.0224524
1447,0.0224538
1448,0.022453900000000002
1449,0.022454599999999998
1450,0.022453400000000002
1451,0.022451
1452,0.022449599999999997
1453,0.0224479
1454,0.0224475
1455,0.0224495
1456,0.022450400000000002
1457,0.0224524
1458,0.022452299999999998
1459,0.0224526
1460,0.0224525
1461,0.022452200000000002
1462,0.0224525
1463,0.0224535
1464,0.022453099999999997
1465,0.0224514
1466,0.0224487
1467,0.022447400000000003
1468,0.022447799999999997
1469,0.0224483
1470,0.022450499999999998
1471,0.0224518
1472,0.0224524
1473,0.022452299999999998
1474,0.022450900000000003
1475,0.022450599999999998
1476,0.022451099999999998
1477,0.022450599999999998
1478,0.0224515
1479,0.02245
1480,0.0224483
1481,0.0224467
1482,0.022446599999999997
1483,0.0224468
1484,0.0224481
1485,0.0224476
1486,0.0224482
1487,0.0224502
1488,0.0224502
1489,0.0224495
1490,0.022449599999999997
1491,0.022449200000000002
1492,0.022450099999999997
1493,0.0224487
1494,0.022447099999999998
1495,0.0224465
1496,0.022446599999999997
1497,0.0224459
1498,0.0224463
1499,0.0224476
1500,0.0224483
1501,0.022449700000000003
1502,0.0224481
1503,0.0224479
1504,0.0224487
1505,0.022449700000000003
1506,0.022450499999999998
1507,0.02245
1508,0.0224488
1509,0.022447099999999998
1510,0.022446200000000003
1511,0.022444099999999998
1512,0.0224455
1513,0.022446999999999998
1514,0.0224479
1515,0.0224493
1516,0.022450099999999997
1517,0.0224494
1518,0.0224513
1519,0.0224519
1520,0.022454599999999998
1521,0.0224553
1522,0.0224545
1523,0.0224532
